ID,BILL_SEPT,BILL_AUG,BILL_JULY,BILL_JUNE,BILL_MAY,BILL_APRIL,PAY_SEPT,PAY_AUG,PAY_JULY,PAY_JUNE,PAY_MAY,PAY_APRIL,AGE,SEX,EDUCATION,MARRIAGE,DEFAULT
6645,47060,48481,49505,17612,19461,18660,2180,2204,656,2159,678,851,56,Female,University,Single,NO
6646,27882,28937,30128,30548,31326,30688,1800,1980,1200,1400,0,800,46,Female,University,Married,Yes
6647,130767,134946,130470,132038,131961,124256,6696,5000,4866,5300,5055,5000,29,Male,University,Married,NO
6648,11569,11092,12900,12396,13692,13323,0,2000,0,1500,0,2000,45,Male,University,Married,NO
6649,3244,8339,0,0,1759,2624,8339,0,0,1759,2624,0,33,Male,Graduate School,Married,NO
6650,8144,7824,7500,7500,7500,7500,7500,7500,7500,7500,7500,42562,30,Female,Graduate School,Single,NO
6651,47404,48786,49768,27838,84810,27785,2148,2130,1200,1012,2034,973,36,Female,University,Married,NO
6652,107221,109494,111954,111771,111703,111864,4000,4300,4164,4500,4200,5000,29,Male,University,Single,NO
6653,219884,223526,206593,275847,163157,164838,10000,10000,10000,7000,7000,5000,50,Female,High School,Married,NO
6654,46982,38738,31923,25885,20195,19494,1728,1411,1009,605,2012,209,40,Female,University,Single,Yes
6655,204297,106428,109736,111487,114878,118541,6355,6500,5000,5117,5644,4767,26,Female,Graduate School,Single,Yes
6656,4101,11076,3834,-754,6276,16871,11155,4024,754,7030,17050,6063,58,Male,University,Married,NO
6657,0,2900,2000,2000,0,4759,2900,2000,2000,0,4759,0,30,Female,High School,Single,NO
6658,17368,16801,17789,17419,17628,18125,0,1281,771,640,790,761,26,Female,University,Single,NO
6659,27764,27690,27593,25833,25318,22684,1500,1500,1500,1500,0,1755,39,Male,University,Married,Yes
6660,6898,7642,5381,3791,3791,0,1019,0,0,0,0,0,44,Male,University,Single,NO
6661,4062,5143,5988,6988,7988,0,1155,1000,1000,1000,0,2500,36,Female,University,Married,NO
6662,42740,46046,10725,1582,-46,4054,10000,11000,11336,0,4100,7500,33,Female,Graduate School,Married,NO
6663,6347,0,0,46350,0,0,0,0,46350,0,0,24000,39,Male,Graduate School,Married,Yes
6664,145563,147348,143548,133408,136481,140008,10035,5096,5000,5200,6024,5015,30,Male,University,Single,NO
6665,898,11573,0,0,0,0,11573,0,0,0,0,5140,33,Female,Graduate School,Single,NO
6666,40496,3880,1377,4007,7742,11376,1000,5000,5960,5000,5000,1000,30,Male,University,Married,NO
6667,45608,44619,44856,32461,49916,29117,0,1600,871,30347,0,0,57,Female,Graduate School,Married,Yes
6668,39966,37584,38423,37212,39319,36082,0,3000,0,3007,7,3119,39,Male,University,Single,NO
6669,42257,44243,64104,33406,34104,34869,3000,2500,1985,1163,1256,1316,51,Male,High School,Married,NO
6670,47664,38192,39234,20960,360,360,2000,2000,3000,360,360,45385,30,Female,University,Single,NO
6671,111710,12484,13917,12125,0,0,1267,1700,243,0,0,220000,26,Male,Graduate School,Single,NO
6672,326,326,326,1458,952,476,326,326,1458,952,0,326,42,Female,Graduate School,Single,NO
6673,643,586,3660,5754,5666,5666,586,3660,5754,5666,5666,6246,31,Female,Graduate School,Single,NO
6674,26921,27809,21658,22794,22289,22916,1700,0,1800,0,1000,1000,34,Male,Graduate School,Single,NO
6675,21027,27568,9166,6855,8089,9052,27994,9212,6949,8134,10043,28012,34,Male,Graduate School,Single,NO
6676,0,0,493,-5,574,3509,0,493,0,579,3509,1198,32,Female,University,Married,NO
6677,99342,99506,100117,101212,101197,103175,4900,4100,3600,4500,4000,3900,30,Male,Graduate School,Single,NO
6678,17231,15897,16232,16555,16104,16055,0,1300,573,576,600,1900,24,Male,High School,Single,NO
6679,16560,17278,18289,18653,19195,19580,1293,1304,668,843,853,790,42,Female,University,Married,Yes
6680,4382,1972,1426,5660,5660,0,5,1426,5660,0,0,0,25,Female,Graduate School,Single,NO
6681,88014,88951,90672,89252,91118,95105,3245,3217,3177,3286,4200,2500,39,Male,University,Married,NO
6682,77857,80002,82020,73904,75558,77279,4000,4000,3000,3000,3000,3000,28,Female,University,Married,NO
6683,12564,12077,12779,13033,13308,13985,0,1212,466,485,900,1000,36,Male,University,Married,Yes
6684,4711,9617,9307,9665,10470,10169,5000,0,500,1100,0,1000,38,Male,Graduate School,Married,Yes
6685,5480,11834,17380,8329,20406,9772,11850,17552,8333,20406,9772,9315,37,Male,University,Married,NO
6686,140888,143746,55506,56741,57983,59185,5040,3000,2000,2000,2000,3000,29,Female,University,Single,NO
6687,124820,126740,121910,89608,53535,36312,6300,0,6000,2500,0,1500,29,Male,Graduate School,Single,Yes
6688,215521,210695,213758,208821,213083,217340,0,8000,0,7800,7800,8300,42,Male,University,Married,Yes
6689,15526,14923,10936,11436,1520,0,0,1000,500,1520,0,0,40,Male,University,Married,NO
6690,21523,1481,19766,19661,16740,13272,19505,20509,1513,1515,1539,20217,29,Female,University,Married,NO
6691,153720,150540,153103,152060,151470,151974,7000,7000,5200,5500,6300,5100,47,Female,High School,Single,NO
6692,47269,45688,47690,48712,49525,50389,2767,2769,1791,1928,1960,1461,38,Male,High School,Single,NO
6693,0,132,10067,10144,10400,0,132,10200,540,600,1000,0,26,Male,University,Single,NO
6694,18958,2640,182251,173922,160553,147124,2676,189570,6084,5798,4627,3589,42,Male,Graduate School,Married,NO
6695,6716,7737,8741,8911,8943,9140,1290,1294,464,324,345,500,24,Male,University,Single,NO
6696,1352,2380,0,970,0,89,2380,0,970,0,89,0,43,Female,Graduate School,Single,NO
6697,60528,49036,31226,15568,10000,0,5000,0,5000,10000,0,10000,31,Male,University,Married,NO
6698,37170,36918,10163,10692,15307,19838,2000,3000,1000,5000,5000,1000,27,Male,High School,Single,NO
6699,51632,9803,3427,924,-876,-969,1000,3524,929,869,7,1587,29,Male,High School,Married,NO
6700,0,0,780,0,0,0,0,780,0,0,0,0,43,Male,University,Single,NO
6701,88420,89705,91943,71201,69804,71088,3600,4000,2500,2700,2600,2600,25,Female,University,Single,Yes
6702,17166,18578,20260,20626,21142,21790,2000,2000,1000,1000,1000,1500,45,Female,University,Married,NO
6703,71310,69676,67976,68468,67439,56163,0,0,2000,0,1925,1130,30,Female,University,Single,Yes
6704,25107,26312,28102,29078,29201,24122,2000,3000,2000,1000,1500,1000,27,Male,Graduate School,Others,NO
6705,126454,128179,75525,76862,6131,27117,4252,3000,1537,10000,21300,651,25,Male,University,Single,NO
6706,60098,50910,44943,37176,38245,28682,2000,1500,1500,1500,1500,1500,29,Male,University,Single,NO
6707,-200,-200,0,6171,0,0,0,200,6171,0,0,0,35,Female,University,Single,NO
6708,17772,19058,19681,19507,14656,756,1877,1500,500,0,756,23750,23,Female,University,Single,NO
6709,26133,28926,28167,28568,29019,30430,3526,0,1168,1060,1900,0,24,Female,University,Single,NO
6710,65026,29549,29705,29012,28355,16579,4000,1595,775,1000,600,2000,23,Female,University,Single,NO
6711,78230,76277,36232,30200,30326,30290,2289,1005,31063,1094,1109,1013,25,Male,High School,Single,NO
6712,6085,4728,5750,1361,1402,1911,1128,1150,1361,1402,1000,344,23,Female,University,Single,NO
6713,104466,96370,81293,66435,64975,66951,4000,3000,3000,3000,3000,3000,50,Male,University,Single,NO
6714,26775,28753,48474,42377,41302,1666,15004,25000,1302,1000,1666,3778,31,Male,Graduate School,Single,NO
6715,360,360,360,360,360,870,360,360,360,360,870,0,45,Male,Graduate School,Married,NO
6716,0,870,590,3700,1999,7300,870,590,3700,1999,7300,17120,25,Female,University,Single,NO
6717,300500,265766,245458,249435,240521,246525,11027,10500,14000,10000,10000,10000,39,Female,Graduate School,Single,NO
6718,19484,20114,16606,9609,5429,9763,2000,10063,0,2000,5000,5000,27,Male,Graduate School,Single,Yes
6719,69412,69878,64222,50518,44892,76088,4012,2008,3008,9056,36100,22500,29,Female,University,Single,NO
6720,11342,9670,2615,10170,7200,7200,9670,2615,10170,0,0,908,26,Female,University,Single,Yes
6721,296186,290906,275061,250488,250357,249990,20006,9000,10000,9000,10000,8000,26,Female,Graduate School,Single,NO
6722,162452,164055,141301,99115,101597,101290,5000,140000,4000,4000,4000,4000,55,Male,University,Single,NO
6723,10501,69458,23445,105199,47519,73537,69803,23560,109726,48237,74014,19443,47,Male,Graduate School,Married,NO
6724,73537,71796,80453,58257,97180,95531,0,10000,0,40000,0,15000,46,Male,Graduate School,Married,Yes
6725,184444,182933,178409,175091,171800,168476,7016,5500,5125,5031,4969,5071,31,Female,High School,Married,NO
6726,2346,4802,4579,5840,5603,6352,2500,0,1500,0,1000,1000,36,Male,Graduate School,Married,Yes
6727,73820,72341,76917,75370,81943,80203,0,5500,0,7500,0,2000,34,Male,University,Single,Yes
6728,216096,189566,183838,157898,164860,168294,10110,12000,5852,10000,6610,5836,29,Male,Graduate School,Single,NO
6729,59817,47872,38605,28184,28862,29161,3000,2000,1500,1500,1300,2000,25,Male,High School,Single,NO
6730,78658,60152,40238,41366,37788,19025,4514,0,1528,0,1000,3574,43,Female,University,Married,Yes
6731,1863,869,262,1203,4,320,872,262,1203,150,470,1000,39,Female,Graduate School,Single,NO
6732,53315,47740,50100,0,0,0,3300,6267,0,0,0,4189,60,Male,Graduate School,Married,NO
6733,31580,32618,33610,34281,34944,35498,1549,1541,1212,1200,1000,1000,34,Male,University,Married,NO
6734,18770,18410,18821,19307,19260,20028,1400,1200,1000,6000,1000,5000,21,Female,University,Single,NO
6735,2181,5625,60201,45299,40940,16923,5700,60207,1000,838,4476,24236,31,Female,University,Married,NO
6736,316,3066,3832,6194,5878,316,3066,3832,5878,0,0,3316,23,Female,Graduate School,Single,NO
6737,27729,28138,28285,28463,29303,29766,1500,1500,1500,1300,1100,1032,33,Female,Graduate School,Married,NO
6738,0,3760,0,0,123,0,3760,0,0,123,0,0,47,Male,Graduate School,Single,NO
6739,0,0,0,0,-5,-5,0,0,0,0,0,0,32,Male,Graduate School,Married,Yes
6740,9463,9338,10073,10059,9760,10048,1165,1200,400,520,600,500,32,Female,University,Single,NO
6741,0,0,0,0,0,0,0,0,0,0,0,0,32,Female,Graduate School,Married,NO
6742,29009,34183,35606,37018,37184,38066,9000,2000,2000,1349,1500,1500,27,Female,University,Single,NO
6743,67931,65289,64778,65861,63794,65069,12411,13000,12340,14000,12364,13000,29,Female,Others,Single,NO
6744,46965,42713,33812,20483,19409,19318,1650,1317,698,693,1000,545,41,Female,University,Married,NO
6745,7886,9085,7784,8547,8907,6844,1500,1000,1000,600,200,500,23,Male,University,Single,Yes
6746,40604,42926,44209,45472,46739,47895,3000,2000,2000,2000,2000,1000,26,Female,University,Single,NO
6747,43796,44423,29980,30000,0,0,2100,1200,1000,0,0,0,34,Male,Graduate School,Single,NO
6748,4787,1046,344,1291,1193,1914,1054,344,1193,0,3000,0,37,Female,Graduate School,Married,NO
6749,11839,13240,14015,14293,14763,14968,1600,1300,511,700,600,800,48,Male,High School,Married,Yes
6750,77245,84828,82228,83116,87990,86564,8722,0,3010,6249,0,3212,30,Female,Graduate School,Single,NO
6751,22352,23392,23908,24815,24133,25087,1700,1200,1600,0,1500,0,46,Female,High School,Married,Yes
6752,22541,19623,20606,20693,21134,22435,1338,1321,727,761,2500,1800,32,Male,Graduate School,Married,Yes
6753,30615,28691,30474,27468,25813,25251,0,3017,12,3000,0,4000,50,Female,High School,Married,Yes
6754,16942,16721,16193,16445,15624,15096,0,0,780,0,0,0,44,Female,University,Married,Yes
6755,17615,18338,19350,19734,20301,20812,1310,1322,706,885,1000,614,24,Female,Graduate School,Single,NO
6756,999,-7334,8333,6666,8333,8333,0,24000,6666,10000,8333,15449,45,Male,Graduate School,Married,Yes
6757,5580,0,0,0,0,0,0,0,0,0,0,776,28,Male,University,Married,NO
6758,25063,22275,0,517,25420,24863,1545,0,1517,25420,0,980,24,Male,University,Single,NO
6759,128208,131152,133976,136646,145147,142651,5000,5000,4888,10700,0,10100,51,Female,University,Married,Yes
6760,100534,102971,108232,108628,94416,178120,5364,8633,3600,0,3700,9603,29,Female,University,Single,NO
6761,50680,51256,47394,7879,-1940,27545,2000,1500,0,0,30000,656,26,Female,University,Single,NO
6762,0,0,0,0,1004,854,0,0,0,1004,0,5183,29,Female,University,Single,NO
6763,0,0,0,0,0,0,0,0,0,0,0,0,45,Female,Graduate School,Married,NO
6764,2665,-35,3527,3869,4468,-12,0,3562,3869,4468,12,4550,41,Female,High School,Married,NO
6765,4225,20000,11556,0,0,0,20000,11556,0,0,0,0,29,Female,Graduate School,Married,NO
6766,86116,83724,80721,79939,58586,14570,3894,2783,3575,1605,1520,0,34,Female,University,Married,NO
6767,210475,216513,196219,200117,204312,208373,9639,7123,7162,7419,7462,8621,36,Female,Graduate School,Married,NO
6768,63098,64417,65752,69639,80057,83713,2338,2406,5000,11610,5000,2971,31,Male,University,Married,Yes
6769,7066,2328,4279,24973,76738,25108,6378,5096,25173,25896,25108,25000,57,Female,Graduate School,Single,NO
6770,45575,43303,27113,19582,19109,17236,1432,11279,1960,1000,633,527,25,Female,Graduate School,Married,NO
6771,11445,12379,12187,7402,10827,11351,5013,3038,3007,5005,2056,2826,28,Male,University,Married,NO
6772,19646,20077,19462,0,0,150,3000,30,0,0,150,850,53,Male,University,Married,NO
6773,45846,47104,48325,0,49461,48438,2000,2000,2000,0,2000,2000,46,Female,High School,Single,NO
6774,491428,488642,485382,360959,338592,123737,300000,15937,11891,120000,6380,250000,32,Female,University,Single,Yes
6775,748,49007,11095,0,0,0,49007,11095,0,0,0,53025,42,Male,University,Married,NO
6776,16757,21481,22389,22535,24236,20246,5000,1598,744,2000,744,3000,30,Male,Graduate School,Single,NO
6777,78861,77719,45961,29537,29758,30153,2435,1463,1039,1068,1267,1000,46,Male,Graduate School,Married,NO
6778,0,0,0,0,0,0,0,0,0,0,0,0,30,Female,University,Married,NO
6779,29735,24414,18300,16908,37319,34978,19000,5000,10009,22000,20000,15000,27,Male,Graduate School,Single,NO
6780,286710,280752,284624,237176,211342,208432,11011,9816,8000,7824,8700,6500,42,Male,University,Married,NO
6781,150797,52509,50683,46602,40599,37192,3008,2014,1599,2014,2018,1041,43,Male,High School,Married,NO
6782,105423,133637,118372,33929,79807,19552,51644,30291,41,70128,19576,194014,34,Female,High School,Single,NO
6783,48169,53197,63010,64178,64992,50722,20000,20012,10036,15000,10000,50000,32,Male,Graduate School,Married,NO
6784,28106,30447,29659,31767,31124,35511,3100,0,2600,0,5100,1400,26,Female,Graduate School,Single,Yes
6785,1331,1326,652,326,326,476,0,0,326,326,476,326,24,Female,Graduate School,Single,NO
6786,0,0,0,0,0,0,0,0,0,0,0,0,42,Female,High School,Married,NO
6787,84094,85804,86212,87003,88833,92348,3081,4001,3114,3232,5000,4000,30,Female,University,Married,NO
6788,40167,41518,43023,44005,45294,46387,2000,2500,2000,2000,2000,2000,31,Female,Graduate School,Single,NO
6789,13572,17983,15590,10610,0,0,5000,200,10610,0,0,0,25,Female,Graduate School,Single,NO
6790,46188,14082,15021,7696,7872,8028,1261,1200,300,300,287,297,45,Female,University,Married,NO
6791,-48,4001,5975,0,0,0,4261,6000,0,0,0,0,35,Male,University,Married,NO
6792,-50,-440,-830,780,780,0,0,0,2000,0,0,0,22,Male,University,Single,NO
6793,38001,34416,32515,28499,29133,29988,0,1634,796,865,1143,0,40,Male,University,Married,NO
6794,182202,162547,140911,111881,78759,78877,5118,3758,3901,2206,3089,3023,29,Female,University,Married,NO
6795,43128,6164,3775,22690,21288,9289,6200,3775,22690,0,0,62588,34,Male,Graduate School,Single,NO
6796,390,0,0,0,0,0,0,0,0,0,0,1100,38,Female,Graduate School,Married,NO
6797,27609,30791,29913,30461,0,0,3630,0,1300,0,0,0,47,Male,High School,Married,NO
6798,173742,167837,100407,88717,179,-336,8100,6000,7000,2,0,2003,34,Male,University,Single,NO
6799,81878,83429,77262,78783,75252,77090,3014,5000,5000,2726,4000,3000,32,Female,Graduate School,Single,NO
6800,26170,25215,26189,26801,28593,26020,1414,1388,1000,2180,0,929,24,Male,University,Single,Yes
6801,15089,17037,17457,17868,18428,19120,2200,1000,1000,1000,1000,900,50,Male,High School,Married,Yes
6802,360,360,360,720,360,360,360,360,720,0,360,360,53,Male,Graduate School,Married,NO
6803,173094,131039,132269,144990,152632,155935,7000,4900,15000,10000,6000,6500,30,Female,Graduate School,Single,NO
6804,26380,26439,-200,-200,-200,-200,1000,0,0,0,0,0,27,Male,University,Single,NO
6805,0,0,0,0,0,0,0,0,0,0,0,0,33,Male,Graduate School,Single,NO
6806,25262,24365,5160,6160,5780,4790,1518,1000,1000,0,1000,0,47,Female,High School,Single,NO
6807,97614,50976,-212,-212,-212,138,3000,0,0,0,500,500,25,Male,University,Single,Yes
6808,27990,27632,27992,16065,930,780,1850,4700,1000,930,0,0,45,Male,Graduate School,Single,NO
6809,124178,118255,111807,107418,90471,86363,4507,4000,3500,3300,3500,3000,30,Female,University,Single,NO
6810,2295,6072,8319,5330,1586,4920,6090,8369,5346,1590,4934,3568,42,Male,Graduate School,Married,NO
6811,7930,7718,8518,8950,9795,3274,1200,1000,1000,1000,59,0,30,Male,Graduate School,Single,NO
6812,3581,16629,33433,28468,35669,23317,16647,33595,16000,36625,23317,23983,36,Female,University,Single,NO
6813,-151,27952,47213,121013,87332,106519,78130,20000,93000,30000,20000,12014,37,Female,Graduate School,Married,NO
6814,62870,63992,64720,66031,67459,69171,2134,1600,1587,1700,2000,1900,29,Female,Graduate School,Single,NO
6815,61050,62663,62425,59118,49449,38047,2600,2100,2000,2000,1500,1000,31,Male,University,Single,NO
6816,234589,0,0,0,0,0,0,0,0,0,0,0,54,Male,Graduate School,Married,NO
6817,22027,51757,113157,106767,30237,-1280,35000,100000,0,0,0,2750,27,Female,Graduate School,Single,NO
6818,13895,14385,13190,17676,14792,11210,5000,3000,8700,1500,600,4000,27,Male,Graduate School,Single,NO
6819,31864,34538,31648,127340,129411,128796,4237,4000,100000,5000,4183,3613,46,Male,Graduate School,Married,NO
6820,37222,38628,39982,40914,42053,43151,2000,2000,1600,1800,1800,1700,44,Male,Graduate School,Married,NO
6821,183718,172250,175771,180794,184650,167856,6243,6376,7942,8270,170000,6002,32,Female,University,Married,Yes
6822,316,316,316,956,1087,316,316,316,956,1087,316,4342,43,Female,University,Married,NO
6823,126771,132730,124689,105447,106704,97725,10000,5000,5000,5000,5000,5000,27,Female,University,Married,NO
6824,112577,105189,97048,88247,88564,90145,4000,3330,3087,3162,4496,4003,51,Female,University,Married,Yes
6825,29292,28809,30005,30452,29197,29381,1804,2000,1200,1600,1211,1165,23,Female,Graduate School,Single,NO
6826,2276,3188,454,2500,0,0,1000,454,2500,0,0,0,28,Female,Graduate School,Single,NO
6827,106658,111694,112131,108106,109798,107372,10800,3808,0,4000,5000,5000,37,Female,Graduate School,Married,NO
6828,37356,41624,40655,43974,46625,45590,5200,0,4000,3500,0,0,24,Female,Graduate School,Single,Yes
6829,13242,12762,12276,11790,11460,14090,0,0,0,0,3000,5000,26,Male,University,Single,Yes
6830,173481,176308,179878,182005,175016,178293,7900,8000,7000,6565,6800,6100,53,Male,University,Married,Yes
6831,84133,84458,62441,48175,29874,15525,2758,2741,2175,1874,1525,0,26,Female,University,Single,NO
6832,42553,43606,44577,45013,45695,46283,1740,1711,1587,1823,1956,1125,36,Female,High School,Married,NO
6833,50587,51329,48122,43912,44834,45737,2214,3510,1720,1780,1800,1900,26,Male,Graduate School,Single,NO
6834,9860,9169,9055,9908,9611,10059,0,1200,1000,0,1000,0,42,Male,University,Married,Yes
6835,894,1020,0,0,0,0,1020,0,0,0,0,0,24,Female,Graduate School,Single,NO
6836,8121,6523,750,14724,919,-3899,0,0,14724,0,0,25000,31,Female,Graduate School,Married,NO
6837,59219,58852,54811,39960,40133,37607,3083,1857,1289,1615,1484,2500,36,Male,University,Single,NO
6838,17147,19557,18935,19005,17862,20393,3000,0,653,900,3000,27,25,Male,Graduate School,Single,Yes
6839,73981,76489,77611,78683,80315,81887,9625,3000,2900,3000,3000,0,42,Female,University,Single,Yes
6840,5255,86992,37272,24445,77828,61029,86992,37272,0,65428,1221,21984,51,Female,Graduate School,Married,NO
6841,-4300,-4300,-4620,-4620,-5820,-5820,0,0,0,0,0,0,52,Male,High School,Married,NO
6842,3786,2894,1200,2735,3231,909,2914,1406,2735,3241,913,0,36,Female,University,Married,NO
6843,15522,16469,15907,17140,16724,18438,1500,0,1500,0,2000,1500,25,Male,University,Single,NO
6844,48803,48808,20131,19940,390,540,1487,1200,399,390,540,390,39,Male,University,Single,Yes
6845,110488,107488,97021,86283,87345,81666,4000,5000,3000,3300,3010,3000,29,Female,Graduate School,Single,NO
6846,99593,100415,103618,107525,104042,100190,4050,5600,7800,0,3900,3100,34,Female,University,Single,Yes
6847,363,363,363,372,1971,2566,363,363,372,1971,1000,865,26,Female,Graduate School,Single,NO
6848,92134,120340,142794,101923,103119,84834,30000,25000,5000,5000,4000,5000,32,Male,Graduate School,Single,NO
6849,13548,13097,3025,4128,1726,-587,2060,2004,2003,1726,692,116422,38,Female,Graduate School,Single,NO
6850,67572,58969,57625,45675,46236,46758,2124,2311,1622,1674,1677,1697,55,Female,University,Single,NO
6851,281604,283292,281327,189287,185398,184414,10000,10059,5201,5211,5500,5500,33,Male,Graduate School,Single,NO
6852,20636,21367,22334,22426,22240,25378,1369,1336,927,801,4000,5000,25,Female,University,Married,Yes
6853,169749,172685,176630,180315,184072,188194,7000,6630,6379,6586,7086,7522,42,Male,University,Single,Yes
6854,5451,6230,140802,143354,146225,148820,1200,135000,5200,5500,5500,5400,34,Male,High School,Single,Yes
6855,133424,134835,131176,139976,138325,146136,5000,0,11000,700,10300,0,35,Male,Graduate School,Married,Yes
6856,-212,-212,-212,-212,-212,-212,0,0,0,0,0,154,43,Female,Graduate School,Single,NO
6857,5041,7485,4480,3260,3884,4352,2500,7740,3260,3884,4352,4509,29,Female,Graduate School,Single,NO
6858,996,1999,2216,2301,2364,2286,1503,1400,250,228,106,1601,33,Female,Graduate School,Married,Yes
6859,25615,26950,27899,29614,30127,29646,1751,1700,2500,1000,2000,4034,48,Female,High School,Married,NO
6860,26127,26608,24689,25699,26809,25836,2000,2000,1700,1500,1500,1700,32,Male,Graduate School,Single,NO
6861,87815,79072,59852,60761,62425,63982,3800,3000,2500,2800,3000,2000,42,Male,University,Married,NO
6862,131297,128743,129104,125887,112439,104537,9735,4000,0,4000,3850,12203,31,Female,Graduate School,Single,Yes
6863,111190,113912,116231,117803,120350,124190,6000,5700,5000,4600,6000,3500,36,Female,University,Married,NO
6864,53116,55950,54439,-561,20115,20000,3689,0,0,20907,400,0,48,Female,High School,Others,NO
6865,192257,201402,444462,418237,424244,383145,40000,300018,15000,17000,15000,11100,30,Male,Graduate School,Single,NO
6866,5766,6786,7796,8512,10205,11032,1274,1284,1000,2000,1000,574,37,Female,University,Married,NO
6867,145143,136334,103624,101044,106356,92459,5002,5000,4006,10000,7000,5000,39,Female,University,Married,NO
6868,47373,48076,23459,16175,17753,18302,2000,2083,2000,2000,1000,1000,29,Male,University,Single,NO
6869,6643,9400,0,0,11457,6709,3000,0,0,45568,3000,3001,25,Female,Others,Single,NO
6870,103310,111472,79503,75528,72567,69502,107651,2861,2388,3000,3000,2500,38,Male,Graduate School,Single,NO
6871,52108,50445,42652,9965,9720,9951,52,2176,334,336,375,1000,56,Male,Graduate School,Single,NO
6872,5619,14822,43000,4650,12132,13953,15008,43065,4650,12132,13953,2200,58,Male,Graduate School,Married,NO
6873,53812,2000,2396,4657,2452,2418,2010,2613,5076,2464,2428,4170,30,Male,University,Single,NO
6874,10847,12176,12884,13784,13420,13686,1508,1216,1116,0,490,658,56,Male,High School,Married,NO
6875,2946,0,390,390,390,0,0,390,390,390,0,780,22,Male,Graduate School,Single,Yes
6876,30558,30363,29077,30029,26366,28916,1500,1600,1500,1000,3000,0,23,Female,University,Single,Yes
6877,40250,23022,12272,34345,36777,30,23000,12280,25007,25008,1767,3300,30,Male,Others,Single,NO
6878,52079,52083,46703,47500,45030,48249,6000,5000,5000,4000,5000,5000,29,Male,Graduate School,Single,NO
6879,64358,64956,66816,36448,37481,37684,2416,3000,1500,2000,1360,1500,52,Male,University,Married,NO
6880,2231,-9,2312,2928,0,0,0,2321,2928,0,0,0,40,Female,University,Married,NO
6881,69470,70279,70207,30348,28320,28704,3085,2808,2455,1337,2000,882,42,Female,High School,Single,NO
6882,26344,0,0,320,170,2865,0,0,329,0,2865,801,38,Female,Graduate School,Married,NO
6883,144407,146277,149338,152555,155934,159332,5400,5500,5700,6000,6000,6000,45,Female,Others,Single,NO
6884,2989,0,0,2989,9059,52248,0,0,2989,9059,52546,10380,36,Male,University,Single,NO
6885,96898,96071,93321,94034,99531,96614,4826,5,4000,7300,0,4000,38,Male,University,Married,Yes
6886,6818,8040,11736,10190,18122,0,1340,4036,204,8122,0,200,33,Female,Graduate School,Single,NO
6887,390,390,911,1080,930,390,390,911,559,390,0,390,55,Female,High School,Others,NO
6888,49120,50823,49844,20239,20241,19921,2504,1590,701,803,1000,671,44,Male,University,Single,NO
6889,25992,904,68,232,-604,-440,1000,0,1000,0,1000,0,23,Male,University,Single,NO
6890,7168,4495,4032,2104,2650,3472,4497,4035,2111,2653,4054,5014,29,Male,Graduate School,Single,NO
6891,48783,42692,34593,38808,40942,40854,5000,3000,5000,5000,3000,2000,31,Male,Graduate School,Single,NO
6892,48164,49388,51760,52650,55477,55020,2000,3305,3000,7767,7007,5000,29,Female,Graduate School,Single,NO
6893,2353,2957,738,4152,2866,1414,3011,747,4164,2874,1418,2148,36,Female,Others,Married,NO
6894,390509,382898,365461,304436,311426,275628,0,0,10019,11000,10000,10000,29,Female,University,Single,Yes
6895,46806,47758,48669,49559,50608,51426,2000,2000,2000,2000,1806,2300,43,Female,Graduate School,Married,Yes
6896,56536,23827,29423,37900,-3400,-4000,778,29423,10000,0,0,24450,29,Male,Graduate School,Single,NO
6897,13461,14179,13654,13979,15525,0,1228,0,553,1825,0,0,35,Male,University,Single,Yes
6898,60316,61763,63154,64524,66345,68104,3000,3000,3000,3000,3000,0,32,Male,University,Single,Yes
6899,133825,134495,133745,130814,130758,123468,7500,10000,0,4500,4500,4179,39,Female,High School,Single,NO
6900,0,0,0,0,0,0,0,0,0,0,0,0,38,Female,High School,Married,NO
6901,5070,4317,1421,10452,5978,62292,4317,1421,10452,700,57229,2500,31,Female,University,Single,NO
6902,293554,291421,3760,3359,10670,2969,7877,5016,5008,10032,2977,11875,26,Female,Graduate School,Single,NO
6903,4000,6028,6028,3996,9062,3997,6028,6028,3996,9066,3997,6992,29,Female,University,Single,NO
6904,0,159,0,110,-390,1104,159,0,110,390,1884,0,24,Female,University,Single,Yes
6905,107337,101268,101754,15147,2187,7382,3735,2231,15147,2187,7382,850,30,Female,Others,Married,NO
6906,50516,22781,25064,12927,18691,19291,9,1210,1000,6000,1060,780,25,Male,University,Single,Yes
6907,2778,1939,2038,1938,0,0,1939,2040,1938,0,0,0,62,Male,University,Married,NO
6908,1540,26060,0,2650,3320,2764,26060,0,3472,2320,1764,2841,46,Male,University,Single,NO
6909,8318,6111,33212,8978,1782,23173,39,33500,0,0,25000,0,31,Female,Graduate School,Married,NO
6910,23136,24205,28318,28755,29442,30003,1744,4857,1200,1300,1200,1100,29,Female,High School,Single,Yes
6911,181302,181271,180439,182958,181287,179734,6747,6573,6506,6581,6801,6100,38,Male,Graduate School,Married,NO
6912,140133,140414,141314,141000,142358,143358,6601,6501,5201,5501,5282,5200,38,Female,University,Married,NO
6913,630458,646770,693131,324522,358774,369685,28000,61115,325000,40000,20000,51000,63,Male,Graduate School,Married,NO
6914,59929,35338,22856,22122,19531,16594,2110,2000,200,467,500,4100,39,Male,University,Married,NO
